82 1748
37 23 5
51 29 45
5 52 39
37 8 13
22 33 34
45 24 85
46 54 81
45 61 54
49 35 77
28 29 34
60 62 17
44 36 53
14 13 8
0 15 20
17 28 74
40 36 66
11 0 15
20 62 6
58 47 23
49 18 63
44 23 18
27 55 89
8 0 35
30 62 93
15 58 21
28 30 14
34 41 88
9 23 31
41 42 29
29 33 37
19 40 55
4 7 96
22 41 27
14 47 77
16 21 47
16 30 59
35 17 52
61 14 45
30 2 10
54 56 95
60 59 6
20 6 78
61 40 90
56 0 50
58 44 18
0 53 55
24 58 64
59 27 23
4 52 21
42 23 46
26 22 13
8 7 21
3 1 33
2 44 28
42 20 17
9 54 3
0 56 55
56 11 56
6 33 48
47 7 41
42 5 47
25 31 87
17 30 54
48 32 11
61 10 60
13 46 9
12 3 46
58 3 23
7 24 73
46 43 82
30 31 79
23 28 10
58 61 45
33 13 69
9 34 45
5 6 9
42 39 92
5 26 51
16 38 10
25 22 66
44 57 64
37 44 88
3 35 66
39 2 83
4 2 36
47 14 79
8 44 45
16 48 87
8 17 93
61 54 31
35 18 97
47 48 62
40 60 86
24 32 0
47 22 34
49 8 74
10 38 91
55 58 46
47 8 38
2 26 81
0 32 37
13 51 54
11 47 3
5 53 20
0 38 78
41 48 92
36 22 10
26 54 6
3 55 83
9 18 9
47 27 53
40 18 43
4 20 5
4 59 8
25 12 76
1 60 34
50 37 74
7 1 43
58 27 40
36 4 47
41 12 94
36 1 44
58 1 17
41 55 50
32 61 71
53 8 78
12 58 71
51 34 85
6 56 4
0 54 38
29 54 54
36 28 4
9 16 17
56 48 75
5 19 75
59 44 82
43 53 22
49 55 42
7 6 12
32 0 26
48 9 4
57 5 10
39 13 46
5 51 40
34 54 54
31 39 51
46 18 32
12 32 9
21 38 50
26 35 22
12 6 59
23 20 61
21 42 65
61 33 12
7 0 71
24 43 82
62 51 68
59 5 36
37 39 24
22 39 44
18 49 30
1 54 56
41 37 37
57 51 21
40 42 62
33 54 78
53 22 58
45 56 19
17 6 30
50 29 73
49 60 82
29 15 23
55 50 29
20 7 64
55 36 95
48 15 51
60 25 50
49 10 49
6 43 30
10 3 99
38 58 91
31 6 66
7 15 42
59 58 43
11 39 0
42 57 14
24 2 80
58 15 96
16 61 84
35 5 90
61 44 21
39 7 79
15 55 17
10 50 52
16 15 78
20 38 99
0 5 26
16 11 15
12 31 68
44 3 66
2 36 99
6 4 51
1 36 79
59 61 60
59 15 86
33 55 36
25 3 15
17 18 98
61 22 60
19 17 65
19 50 17
44 6 83
54 62 94
1 39 12
9 44 99
48 59 94
15 51 92
14 61 68
38 0 41
3 62 47
58 50 4
18 7 69
18 19 1
21 32 67
35 23 81
30 43 9
1 50 38
35 36 13
25 46 25
42 58 91
40 52 96
58 62 57
26 8 68
6 7 87
30 32 31
61 32 0
21 36 12
56 43 38
1 19 17
58 0 30
5 58 55
48 12 53
19 61 33
48 18 20
21 3 19
33 7 24
13 23 48
30 25 27
22 55 30
55 11 2
18 1 69
15 11 58
26 4 59
28 43 88
41 6 73
52 24 44
21 44 81
2 33 15
53 51 86
39 37 5
20 42 80
30 11 91
45 12 53
54 7 70
23 40 78
40 20 30
62 53 65
14 57 46
60 12 19
33 56 6
48 20 14
28 49 22
12 35 45
52 27 48
36 11 52
2 6 5
29 35 79
54 31 89
27 19 88
42 6 77
43 34 84
22 3 9
39 12 72
20 5 20
60 45 94
28 21 8
22 28 3
7 13 10
25 54 10
56 25 79
35 43 52
6 38 34
21 28 45
7 46 61
37 42 92
44 20 77
25 13 3
20 32 63
3 2 94
6 28 89
37 0 70
16 20 64
29 26 16
0 36 0
8 19 64
42 49 43
51 18 14
39 50 23
45 10 79
37 57 22
30 14 93
62 12 92
17 10 67
23 39 78
54 61 27
61 46 90
51 16 38
30 57 78
41 3 36
1 32 23
27 62 62
39 40 57
50 33 55
33 11 58
31 50 72
20 33 17
1 34 69
62 46 99
31 42 55
58 49 49
10 37 51
27 45 52
43 1 0
6 55 18
28 5 52
28 0 47
42 25 96
53 41 18
31 51 51
55 25 77
15 8 98
30 29 99
6 30 1
3 46 75
58 57 31
60 57 56
58 36 21
4 40 56
49 12 61
60 18 90
24 10 60
17 32 39
38 47 99
45 23 75
20 30 6
54 18 94
38 50 6
40 38 30
54 35 9
16 50 1
55 52 30
6 44 89
28 20 16
58 10 3
1 35 37
45 14 71
13 11 16
44 14 4
29 30 58
40 37 19
50 41 45
14 9 26
2 43 90
19 10 24
1 56 47
34 8 49
48 39 44
51 7 5
1 11 33
53 57 21
5 44 25
37 33 53
57 55 64
47 3 53
43 3 59
30 61 19
53 58 28
19 0 78
31 27 68
6 39 5
34 42 40
23 49 24
51 61 80
5 13 18
24 54 90
23 11 36
1 17 47
26 23 82
11 14 60
19 4 29
28 38 29
45 27 71
32 1 87
4 19 15
51 49 40
11 6 19
46 59 48
46 30 87
14 43 73
44 27 46
31 25 23
46 5 99
2 17 61
35 2 80
59 26 83
57 47 65
22 17 57
54 24 13
22 15 59
24 22 7
40 44 45
13 29 71
56 29 84
32 56 48
12 15 1
28 27 44
39 0 2
26 18 25
37 12 86
62 56 25
49 14 91
34 46 15
53 25 26
19 51 38
18 62 36
39 6 96
28 14 68
22 32 52
6 20 70
0 24 41
45 49 53
51 17 42
40 34 83
27 30 75
48 23 86
29 6 2
44 16 46
36 40 3
49 6 40
45 39 0
31 29 17
13 17 3
5 12 16
47 31 23
2 61 94
55 60 89
17 4 82
7 9 23
44 22 21
48 56 36
57 49 38
8 29 16
55 37 11
16 49 93
23 44 52
31 24 1
37 32 94
49 62 59
15 56 86
16 31 23
40 26 22
10 13 89
24 47 2
26 38 66
48 46 93
37 34 78
35 24 47
11 59 15
20 37 54
0 30 55
17 16 93
21 29 65
44 10 42
22 8 15
60 4 27
50 43 99
10 56 0
24 57 20
16 5 88
36 44 3
15 48 27
16 53 35
10 7 89
25 58 30
60 29 57
47 38 36
51 41 53
57 37 11
19 46 94
0 47 39
10 53 98
51 59 25
62 58 52
12 23 82
53 32 47
14 26 45
23 22 10
34 52 73
61 3 20
9 62 66
27 7 46
47 42 21
42 60 94
42 43 44
42 9 26
28 48 34
45 31 85
56 40 32
15 41 27
55 29 24
62 4 65
12 10 73
56 59 50
11 37 83
38 62 99
10 22 57
11 15 75
59 19 33
8 32 56
34 35 55
19 38 82
46 20 7
36 30 82
46 11 50
56 15 78
3 38 42
60 38 30
24 33 10
38 11 44
3 33 83
27 23 1
40 19 61
22 11 41
35 21 52
56 46 39
16 8 64
46 32 69
7 61 21
42 48 73
10 46 48
6 37 83
2 10 3
44 38 72
36 57 54
17 48 33
36 46 48
54 10 56
39 45 94
4 35 29
50 20 47
10 11 9
31 45 69
20 34 86
25 52 32
49 54 61
26 41 82
34 59 92
40 1 65
19 44 21
50 5 4
57 46 9
39 23 30
21 56 70
18 53 94
48 5 56
9 5 87
28 53 41
42 1 15
38 7 26
32 36 42
53 38 84
44 7 24
17 42 84
42 4 88
45 46 52
29 57 52
20 43 57
54 36 42
11 28 38
27 38 39
52 55 75
19 53 85
3 31 86
5 20 85
9 61 93
56 37 39
39 42 1
37 11 65
1 23 24
14 55 78
51 10 56
3 49 95
2 20 10
25 15 34
42 3 24
48 4 68
56 10 64
24 30 25
16 0 45
12 54 92
8 15 20
13 8 57
7 31 19
30 39 76
58 23 86
15 31 69
24 56 20
36 34 52
16 18 23
56 52 45
25 42 64
3 12 21
11 20 58
29 13 24
39 4 59
0 28 90
58 60 91
41 28 70
59 52 85
19 26 98
28 55 79
46 10 22
20 9 85
39 27 96
53 21 7
17 13 78
4 18 23
24 27 4
18 2 14
54 55 29
34 30 28
43 57 9
13 34 56
22 14 62
40 43 87
8 53 62
43 36 36
55 9 55
57 9 61
38 36 55
41 50 4
24 16 55
4 57 2
30 6 57
51 13 51
34 7 30
35 9 76
4 56 82
15 26 94
2 29 30
55 2 13
49 7 45
23 9 19
55 13 99
28 26 91
54 49 14
5 21 32
34 53 22
18 60 96
60 58 53
4 29 24
50 47 0
53 1 40
51 43 69
60 61 50
50 28 73
57 58 66
13 43 29
47 53 98
2 11 39
7 33 0
28 36 76
52 32 71
25 59 43
5 55 50
44 52 12
21 40 39
43 0 63
18 28 11
40 45 97
15 61 87
12 19 33
6 16 91
24 62 25
14 45 18
59 34 7
23 12 29
6 26 43
34 33 6
49 59 87
17 44 18
32 46 51
34 47 9
38 40 36
46 53 95
52 1 54
49 2 47
57 40 43
14 27 37
39 53 98
47 12 55
9 15 32
8 57 16
55 31 37
53 60 7
52 33 98
61 13 32
31 57 91
40 48 24
15 46 43
16 40 80
28 6 19
62 24 15
17 19 91
33 44 35
14 0 18
32 4 36
18 30 46
38 56 17
50 14 9
28 54 70
7 10 86
51 32 37
25 23 68
32 5 27
25 49 14
9 47 21
24 23 91
46 52 43
59 30 8
19 43 6
34 6 20
28 47 59
12 0 54
13 15 10
40 32 94
4 6 85
29 61 67
30 28 13
52 41 38
28 15 82
53 12 34
3 0 39
24 29 81
2 18 34
30 41 70
11 48 1
61 34 81
6 23 88
15 39 0
10 47 86
48 21 29
10 6 7
29 43 28
14 51 45
0 37 17
15 2 27
16 17 61
56 32 68
49 56 76
11 23 39
5 15 12
27 44 29
5 60 47
11 13 77
4 28 0
21 25 58
24 50 37
11 49 75
21 41 96
50 40 4
22 40 67
40 0 52
43 6 47
31 36 94
38 46 48
24 42 17
58 5 85
4 58 54
26 28 99
0 10 2
60 6 25
39 5 55
18 59 27
11 30 0
26 24 93
41 34 94
16 41 29
15 32 38
14 40 94
21 30 92
32 11 95
41 40 75
32 59 90
55 35 54
36 13 5
51 56 67
53 42 84
48 38 31
54 26 79
56 38 36
5 46 60
35 13 5
60 28 14
51 26 91
5 61 39
13 4 54
13 37 92
32 58 35
14 11 83
54 27 65
18 25 75
45 40 23
13 39 25
56 18 86
26 32 87
30 21 33
6 18 80
14 50 17
32 47 93
21 47 46
27 34 16
41 51 39
26 25 64
53 23 11
18 26 9
44 21 84
28 2 50
12 9 49
34 21 15
13 21 34
47 44 35
22 26 58
13 56 88
16 36 75
51 35 94
43 7 79
8 36 90
45 58 59
29 12 22
22 46 54
49 34 20
61 15 90
39 56 85
59 7 98
37 53 58
7 11 55
53 31 43
37 25 64
9 29 36
31 21 15
49 27 10
17 23 67
43 37 14
43 56 21
33 38 8
35 31 87
13 60 85
47 36 50
44 40 10
23 26 39
41 20 69
9 30 10
22 44 98
33 41 78
33 43 55
31 23 35
22 35 16
24 21 75
52 53 75
11 1 47
19 37 16
10 43 17
39 19 57
51 19 11
55 59 56
13 19 89
52 49 25
6 17 91
45 43 91
11 26 14
18 46 4
53 47 40
40 29 90
49 5 61
1 21 67
23 13 26
36 21 30
25 30 57
21 0 51
4 24 64
39 29 8
36 10 31
16 42 24
19 33 92
41 52 20
30 3 18
1 51 35
2 50 12
60 8 25
12 33 22
7 54 92
7 26 47
30 50 8
53 19 43
1 5 24
44 58 69
17 31 12
39 57 38
30 36 18
49 24 69
33 25 18
57 31 79
60 35 45
3 36 22
31 18 68
55 0 55
32 35 20
53 54 87
6 9 39
61 51 48
23 2 85
11 50 74
55 14 39
48 33 43
0 40 18
0 48 4
16 55 59
33 19 12
57 26 79
62 10 61
61 28 38
58 37 43
23 56 54
61 62 73
37 2 46
19 41 17
55 33 78
3 37 66
16 59 71
4 60 1
22 6 58
13 52 20
44 25 36
35 39 80
33 26 70
15 35 91
55 4 99
12 53 21
22 43 39
61 6 43
12 26 72
32 19 85
7 21 30
57 59 80
26 48 69
41 49 3
26 52 50
18 27 6
23 4 51
5 49 35
46 8 43
44 54 82
52 6 74
3 19 1
38 27 69
11 21 61
22 47 79
35 16 40
11 22 83
35 14 38
56 35 20
39 15 44
3 56 37
44 0 56
62 2 75
9 0 95
28 34 61
19 32 17
19 24 3
50 19 27
20 51 25
62 8 7
6 11 21
7 40 78
0 20 26
3 21 5
45 54 68
30 9 37
52 58 60
11 19 47
41 44 0
54 42 28
56 30 12
12 40 41
40 8 95
35 56 25
55 27 43
60 21 43
9 51 41
24 49 93
32 13 96
31 56 58
30 24 46
23 38 66
24 38 27
2 4 60
36 14 62
7 52 98
41 60 48
47 1 0
37 62 13
25 9 10
18 14 59
0 55 95
52 56 79
4 47 25
34 14 10
8 1 11
46 13 69
6 36 15
38 32 54
11 36 13
56 14 95
62 15 1
59 18 73
8 10 61
15 45 69
25 1 78
2 60 74
35 6 20
58 43 90
47 15 59
37 30 88
58 41 58
29 38 72
36 15 20
28 17 36
57 15 77
41 19 17
24 40 46
58 32 98
12 28 1
29 37 34
53 52 32
9 56 30
8 40 60
14 38 35
27 54 56
41 10 23
4 33 41
16 62 85
61 18 32
62 3 87
44 12 61
59 35 49
55 48 46
3 4 35
27 31 0
9 49 15
12 1 43
47 20 82
38 48 47
46 23 4
27 47 47
23 30 24
50 55 44
57 7 86
56 44 70
43 61 79
53 39 53
23 17 1
47 24 39
32 55 32
7 48 95
46 17 86
25 11 10
31 1 15
42 36 32
10 8 82
41 38 31
5 31 64
36 3 28
5 57 59
61 16 7
46 35 26
9 19 97
50 7 39
48 11 34
25 7 7
29 62 61
29 55 65
39 17 85
5 30 5
9 50 82
17 8 35
41 29 93
0 26 50
20 58 41
5 59 14
8 5 92
10 34 63
3 14 61
23 54 26
27 4 95
48 57 76
41 39 53
20 35 97
24 37 49
26 20 82
32 54 57
45 48 96
45 41 79
39 14 80
29 32 62
53 34 55
44 60 72
29 45 15
42 32 81
32 62 90
10 18 51
23 45 81
46 22 90
46 45 53
8 26 69
36 52 28
19 7 87
13 62 1
19 31 84
38 15 35
58 24 94
8 31 95
28 35 97
22 57 48
36 54 20
34 11 49
5 24 27
47 6 64
11 25 40
60 37 85
9 55 62
29 11 91
5 14 67
49 22 25
6 35 65
52 14 27
28 50 90
33 16 16
52 36 83
20 0 83
55 1 69
1 22 56
7 4 15
42 28 82
17 61 24
57 8 94
13 35 91
27 11 86
21 18 24
55 34 79
8 22 2
52 40 30
6 8 74
2 34 40
20 22 35
62 0 78
41 26 67
16 9 79
61 17 52
45 28 5
34 39 18
47 37 58
53 26 69
16 52 93
15 29 55
1 10 65
10 26 39
51 14 2
9 53 13
31 22 44
26 50 48
43 32 98
18 50 62
43 62 46
52 57 6
62 39 26
7 27 99
53 33 99
20 49 31
37 17 16
4 10 19
10 49 33
35 28 49
59 43 75
29 53 57
50 15 36
44 1643
11 19 22
6 4 19
8 39 65
5 6 61
33 25 11
40 30 77
24 12 66
17 33 74
25 3 50
36 24 52
29 40 36
36 41 56
11 39 51
35 6 1
3 27 45
35 11 44
6 14 84
15 24 87
37 26 27
21 41 2
5 40 65
7 14 15
6 28 21
38 16 61
4 19 16
15 43 41
35 26 8
15 27 11
15 37 98
18 1 72
42 43 63
42 12 91
19 27 98
15 39 29
10 9 22
37 32 17
5 34 29
12 15 43
7 20 17
12 27 98
30 41 79
41 5 95
23 24 91
43 28 59
2 34 9
21 24 31
34 15 52
27 4 90
0 41 16
29 36 70
38 3 28
1 4 54
43 41 89
4 17 75
16 13 8
39 9 90
14 19 59
4 15 96
33 20 33
4 22 27
2 31 61
36 2 50
40 10 39
23 14 14
9 25 52
13 18 2
2 33 37
28 37 66
6 27 30
3 22 61
3 24 16
39 2 17
12 13 76
3 19 66
13 8 89
25 1 95
12 30 33
5 25 7
19 4 87
3 4 5
32 4 64
21 33 83
33 6 84
2 10 94
21 0 34
9 16 74
16 33 44
5 43 28
38 32 67
24 17 17
33 16 66
25 33 25
35 24 52
3 7 99
14 29 23
37 13 17
31 14 81
26 24 60
3 29 6
1 19 28
34 23 38
20 35 12
22 31 85
39 36 48
25 37 69
30 5 99
28 11 99
23 18 27
6 41 79
5 36 17
1 13 37
22 32 84
19 40 82
42 30 45
8 28 68
8 10 25
0 33 31
1 8 26
19 34 48
36 10 88
33 12 6
42 19 69
34 8 69
7 10 36
22 10 9
33 31 30
32 42 16
39 21 85
31 37 88
12 32 82
30 23 68
9 39 12
38 10 39
29 42 57
8 37 45
31 40 86
4 7 98
20 42 54
32 35 24
1 10 1
7 37 1
43 17 30
10 6 39
19 33 50
12 6 34
15 2 57
18 3 12
21 18 25
15 31 71
14 38 96
27 25 41
5 20 95
25 40 31
33 42 57
34 26 58
10 19 1
14 17 20
20 25 87
21 1 9
27 37 63
1 16 63
14 40 80
40 13 78
14 10 33
3 12 3
19 23 40
20 23 21
22 9 44
40 23 39
39 3 18
20 9 28
2 14 71
7 3 52
26 21 71
2 23 80
18 40 8
43 29 20
13 21 4
11 0 45
12 16 94
14 6 5
2 37 18
17 36 22
16 25 26
25 43 31
3 6 22
35 15 29
41 21 10
40 39 74
19 12 80
35 5 9
21 34 45
20 33 19
33 13 26
43 37 64
15 34 14
32 41 37
4 34 4
0 14 6
36 13 93
8 13 94
24 13 90
15 11 89
13 34 48
12 25 51
17 18 16
37 12 50
18 13 43
9 7 79
22 15 92
23 13 66
26 36 16
18 10 1
22 3 86
16 31 76
42 7 0
36 12 57
27 36 27
4 2 50
30 43 28
22 12 18
9 14 85
19 38 16
23 31 45
17 3 32
17 41 2
6 0 25
24 9 13
41 39 46
33 1 49
25 38 74
14 26 14
31 8 95
19 6 90
3 17 71
32 30 43
28 5 45
35 37 58
7 42 16
26 4 95
15 18 95
1 31 32
16 34 30
10 34 56
37 9 13
43 7 59
2 15 72
3 42 9
28 41 64
23 35 64
34 30 52
8 43 48
39 0 38
35 25 91
38 17 24
17 5 17
24 21 80
18 20 12
3 33 21
23 25 51
37 10 33
27 30 0
2 35 60
6 22 72
31 20 51
30 39 66
32 34 89
5 33 21
26 29 54
40 36 89
11 14 10
6 42 66
14 11 5
8 12 18
11 40 65
43 0 44
17 29 93
2 9 32
21 32 74
9 17 95
23 15 5
21 27 60
31 12 1
17 20 54
17 42 38
19 17 90
32 5 67
23 7 86
32 6 69
38 4 21
5 0 53
15 41 81
26 12 72
24 8 19
43 21 76
29 22 60
33 11 13
0 35 88
22 0 5
40 7 24
7 16 57
16 42 2
15 6 1
39 32 90
28 0 0
30 34 81
35 40 90
33 32 0
16 2 53
34 41 88
27 15 26
20 38 90
23 12 98
21 31 60
6 23 83
4 29 12
40 22 21
35 22 23
18 29 82
16 36 96
26 17 73
40 32 77
34 37 97
20 12 22
10 14 71
15 28 74
5 14 54
13 26 5
26 18 11
6 32 96
10 4 30
24 39 3
30 25 8
31 18 45
10 31 40
22 21 87
4 36 79
20 19 2
5 17 51
9 15 87
12 11 63
40 14 51
22 39 5
12 10 78
38 20 31
16 0 19
1 0 3
19 3 87
28 13 42
1 15 93
23 9 13
24 26 98
28 18 76
26 23 57
26 16 23
19 15 72
5 16 49
34 39 93
28 16 99
34 25 5
20 39 4
22 36 95
40 3 68
34 38 93
39 34 72
20 11 36
24 42 72
13 25 49
36 21 33
28 30 88
16 5 82
17 9 1
9 33 68
8 3 48
17 4 9
21 43 53
20 40 38
7 17 0
31 35 17
34 1 94
26 10 92
37 16 44
24 36 52
36 0 22
11 23 65
12 4 66
21 38 85
1 6 84
8 11 65
37 2 75
11 31 12
7 19 1
37 5 94
15 29 46
27 0 46
41 25 11
13 27 8
16 11 10
11 41 32
28 14 16
16 43 25
43 38 47
25 8 99
14 43 50
5 37 93
12 39 27
30 8 95
41 6 0
24 40 83
26 33 83
23 5 67
37 22 56
20 29 89
9 37 78
35 21 19
0 36 84
16 38 23
39 24 72
31 43 55
8 35 33
39 4 75
43 8 90
41 19 60
38 1 60
2 21 75
1 18 71
8 33 32
20 32 53
26 39 95
0 37 37
38 27 51
18 39 75
24 19 90
1 26 87
17 39 93
20 15 31
20 28 78
21 12 29
22 2 15
25 0 69
23 22 73
3 2 54
23 32 17
29 39 31
34 42 51
13 14 81
7 8 95
43 40 39
4 8 85
24 15 2
30 6 35
34 28 91
8 16 25
11 34 23
17 2 15
32 0 29
35 17 26
4 40 14
7 1 48
25 42 96
19 0 90
25 21 27
16 14 70
2 18 60
8 20 86
21 16 19
22 14 24
15 30 51
38 29 28
10 22 77
7 31 37
13 41 58
4 33 58
14 34 89
1 7 64
40 28 34
34 17 68
22 1 17
15 36 32
3 0 18
2 0 1
32 18 60
18 6 56
7 11 85
37 24 67
43 35 46
35 10 63
21 37 68
34 43 5
37 0 67
36 35 12
16 26 85
12 38 8
28 17 15
20 14 50
11 2 49
3 36 33
18 24 50
24 5 19
24 1 67
36 42 47
28 36 87
30 40 59
30 4 70
9 12 67
6 26 69
38 30 17
15 38 26
20 10 8
26 35 31
26 8 72
19 10 83
39 29 63
31 11 38
29 32 43
9 35 23
8 5 59
13 12 98
28 43 42
17 38 52
2 27 56
42 4 56
40 35 52
32 36 9
43 22 49
2 36 69
0 29 27
42 0 59
31 41 71
0 13 84
41 3 40
7 26 79
21 35 21
9 8 78
24 7 98
38 36 45
8 36 10
17 34 42
15 1 86
5 11 50
31 42 32
7 6 19
32 17 64
10 0 57
34 5 62
20 1 26
16 23 48
0 43 21
8 21 49
39 7 43
36 28 86
42 32 39
21 20 11
31 19 38
21 8 87
32 26 10
42 13 21
35 28 46
13 0 87
6 30 45
0 23 29
16 19 80
23 3 31
31 22 75
17 30 72
34 13 72
37 33 41
38 25 83
35 29 76
5 24 17
36 27 6
26 32 94
9 23 9
10 5 75
13 3 13
8 29 85
38 14 11
36 26 48
29 15 45
36 20 76
22 17 79
18 34 26
34 0 40
0 21 36
16 21 83
21 39 75
31 0 79
4 37 60
36 29 46
24 18 52
39 19 87
33 40 87
8 25 79
0 9 84
29 11 45
21 22 53
2 39 97
38 24 39
39 6 13
27 9 97
41 34 42
10 25 73
30 1 37
18 43 17
31 7 6
41 0 80
9 13 82
29 25 80
16 24 91
34 10 99
39 11 39
15 19 35
43 9 13
26 1 95
29 27 59
13 11 21
29 34 87
33 9 20
6 12 18
31 34 55
19 21 96
14 22 99
39 26 41
20 22 56
36 14 16
29 6 61
35 18 38
5 9 70
32 11 55
0 38 44
13 23 61
22 7 30
28 20 22
11 3 25
2 28 84
38 31 26
1 37 30
42 15 63
24 43 56
28 19 1
39 23 61
12 21 47
23 21 12
3 23 14
8 42 2
12 8 68
37 27 30
4 39 3
19 9 97
10 1 69
7 40 78
12 23 31
29 10 45
23 33 26
27 23 89
20 2 22
0 26 54
15 8 9
21 26 42
10 42 32
12 40 81
22 27 78
0 4 36
16 30 15
32 13 69
3 9 2
1 34 72
16 41 9
14 20 80
4 18 5
37 38 31
39 33 16
26 30 19
18 11 92
13 4 54
2 30 90
0 25 78
26 40 34
37 30 70
12 35 66
13 20 3
20 43 10
15 4 53
34 7 85
11 42 86
41 23 62
18 14 69
23 34 78
32 31 41
11 24 10
24 31 25
26 22 78
25 22 7
17 23 50
42 33 48
20 31 94
17 7 8
25 31 20
40 43 6
17 15 8
42 28 77
32 7 15
5 39 53
43 15 16
24 2 1
6 2 74
34 12 90
27 29 1
14 25 58
31 36 0
23 1 18
32 23 75
35 36 71
41 42 28
12 14 74
14 30 88
7 23 93
13 2 2
30 11 94
11 18 34
37 31 38
10 15 64
38 35 14
4 26 72
0 3 44
41 13 45
27 13 62
22 40 81
9 10 15
14 1 47
1 43 31
12 1 79
25 32 21
9 31 17
1 38 57
14 4 5
38 23 65
35 30 71
1 17 22
38 7 83
31 25 91
33 22 61
38 13 46
40 5 23
19 39 73
29 17 3
13 33 54
15 14 78
32 22 86
40 0 62
27 22 25
22 43 33
27 10 70
21 13 24
43 42 34
2 43 36
9 41 97
6 3 39
31 29 4
25 27 88
29 12 39
2 20 34
25 34 99
8 17 41
5 29 97
3 15 84
36 7 85
24 20 78
28 32 93
30 27 68
34 11 72
38 12 16
40 42 44
15 40 77
18 31 17
32 2 54
23 19 25
1 27 30
30 7 47
43 32 52
37 11 33
12 22 98
43 18 77
39 10 78
21 9 12
35 34 58
28 3 58
14 12 34
16 6 27
30 37 29
13 39 51
35 7 88
13 5 23
9 0 33
14 21 58
20 6 67
30 17 99
35 39 48
24 4 15
41 2 88
18 15 31
26 5 93
30 36 0
41 35 49
9 18 30
18 4 49
25 4 87
42 40 82
33 27 4
34 22 77
11 9 80
2 22 13
28 42 21
32 38 66
13 43 77
24 38 72
40 1 93
1 20 67
37 14 6
43 4 58
30 12 22
41 20 88
0 17 8
7 2 90
8 26 17
33 29 73
10 40 47
25 13 44
2 41 34
41 7 47
39 8 16
15 7 8
6 9 58
16 1 45
23 30 87
12 42 94
7 22 55
22 5 34
23 27 34
36 9 75
31 9 92
3 30 24
4 41 38
15 35 30
41 37 85
1 23 63
8 38 55
7 43 5
34 33 75
39 41 80
35 20 77
2 19 53
35 1 48
3 11 45
11 12 95
36 39 19
32 39 24
17 16 66
24 6 87
35 14 77
38 6 92
25 41 52
29 24 43
4 43 17
37 6 91
40 31 26
22 25 78
15 12 35
21 19 49
34 9 90
32 20 58
22 19 79
0 6 67
42 21 69
4 28 65
3 25 10
25 15 6
40 8 9
6 5 99
43 12 73
6 8 94
5 38 19
4 10 95
11 37 27
23 6 78
22 42 45
3 10 92
18 42 23
32 27 8
24 14 92
4 20 96
31 2 80
27 32 91
42 26 60
26 43 70
10 16 48
12 41 15
40 33 27
32 1 87
19 35 86
7 21 45
8 6 8
1 11 14
32 28 17
0 1 13
4 9 61
41 31 8
30 32 7
25 24 78
40 18 24
5 42 48
21 36 98
20 36 92
29 14 60
17 11 23
14 42 2
22 24 98
25 10 15
41 29 10
29 31 13
20 13 3
6 40 67
13 24 20
9 2 1
22 8 23
30 31 0
22 29 83
38 0 95
7 33 4
2 12 49
20 18 92
3 16 95
18 26 75
41 36 2
14 9 7
41 40 59
3 18 81
35 16 20
1 22 79
24 33 82
0 18 82
10 37 18
19 30 46
19 2 70
33 30 68
31 6 40
19 1 20
12 18 14
29 33 56
31 24 36
31 15 6
6 15 10
14 41 61
25 18 23
30 22 70
11 20 13
2 25 4
11 28 7
5 27 92
3 32 94
16 29 35
1 36 89
1 14 65
26 37 21
36 38 32
28 12 96
4 35 42
19 5 59
18 37 60
40 24 62
17 24 43
33 8 33
27 16 36
11 22 61
16 8 16
40 9 0
22 35 85
32 15 5
28 10 77
30 21 86
16 32 66
39 12 22
37 17 97
34 31 76
35 38 82
21 4 14
9 43 37
19 26 33
3 20 15
29 35 2
27 12 38
34 29 99
11 16 59
12 29 93
36 30 0
17 40 92
42 6 14
28 35 22
29 13 73
40 11 14
35 27 39
18 36 5
33 3 41
14 23 34
16 9 53
29 8 35
12 0 85
21 6 80
19 25 59
30 18 0
27 39 61
43 6 15
26 34 84
10 23 1
33 19 84
42 9 16
14 36 53
6 19 29
41 38 64
27 35 47
4 16 33
38 39 81
34 16 28
8 24 51
15 32 96
31 38 21
21 17 66
19 37 47
4 25 70
6 38 24
16 40 46
32 16 6
28 26 0
33 41 71
37 4 67
0 40 1
26 41 77
28 23 96
33 28 13
27 8 9
43 33 37
41 33 15
19 36 71
21 11 81
36 43 25
20 0 85
7 0 94
6 37 24
15 42 8
23 2 28
24 3 35
16 10 63
40 37 56
4 21 97
18 30 20
23 39 77
43 14 31
25 28 62
21 14 7
22 33 90
6 43 9
2 16 40
42 2 41
26 31 32
18 22 9
9 34 43
2 11 64
22 37 62
5 19 38
43 1 66
1 41 94
15 5 49
7 30 84
9 42 33
3 21 90
14 37 75
33 10 32
22 26 69
38 33 18
19 24 69
1 3 83
6 16 89
0 27 77
13 38 58
17 28 67
42 23 83
12 3 68
21 42 9
9 20 85
3 43 91
31 10 45
28 31 9
43 23 13
22 20 84
26 27 34
43 24 61
43 31 7
40 12 77
8 31 3
36 40 4
2 4 14
23 28 69
18 17 41
19 29 88
18 33 83
21 29 20
6 10 97
1 35 31
4 5 92
12 37 90
43 19 72
10 17 32
4 24 4
30 13 21
12 26 95
14 16 86
22 41 31
16 27 79
14 31 72
1 29 25
6 17 61
21 30 49
29 20 75
17 22 29
43 5 25
