29 189
45 116 44
50 12 34
101 45 70
25 65 60
35 103 65
75 71 52
6 103 49
76 85 70
50 52 66
49 76 76
95 102 52
109 54 87
16 77 68
15 46 82
45 113 35
44 36 80
24 10 84
66 71 57
54 17 10
40 37 61
58 57 78
91 101 21
116 59 34
107 37 26
73 69 7
93 8 92
83 81 25
77 48 50
120 79 52
84 78 92
61 111 80
17 81 64
71 33 64
109 0 55
33 50 66
94 74 47
101 40 82
40 25 99
101 41 92
37 21 10
62 85 6
92 23 87
59 116 61
115 37 25
118 22 75
119 67 53
43 68 61
46 61 38
98 21 27
67 13 81
81 24 57
100 86 89
116 112 87
82 34 8
89 74 51
93 21 26
117 51 64
119 86 99
37 69 13
17 100 55
57 27 24
96 60 58
37 59 18
106 28 13
102 121 93
109 87 31
22 29 86
86 32 69
34 81 15
45 21 67
82 70 79
51 24 84
120 21 62
15 37 69
99 58 47
8 87 39
51 5 31
105 91 0
45 80 95
54 30 3
26 65 84
120 87 20
91 88 50
16 102 42
46 27 92
22 55 0
121 109 13
47 85 90
50 15 33
84 2 95
37 55 66
114 77 28
17 25 25
25 119 16
59 38 62
88 77 34
8 18 43
63 50 83
114 6 18
28 79 87
56 74 37
37 39 79
105 69 94
85 82 15
87 6 11
17 60 12
59 89 43
17 99 13
1 11 58
85 19 75
31 92 7
28 33 4
2 43 14
67 6 65
58 26 75
89 49 17
102 101 64
30 15 17
121 117 83
116 77 54
10 83 15
60 20 26
54 72 78
110 84 71
43 9 82
7 3 94
45 102 29
63 38 72
1 91 55
21 67 26
26 69 85
69 85 81
39 107 5
56 100 76
39 69 87
64 25 32
64 56 5
53 34 25
62 105 91
81 57 26
77 102 36
67 0 61
30 32 0
32 3 86
75 28 28
19 36 58
22 107 71
112 6 28
91 86 99
38 88 52
77 103 20
61 19 38
94 76 88
121 44 18
40 88 42
19 22 63
0 45 66
91 32 60
61 33 27
64 53 93
18 33 94
103 21 0
67 46 31
79 48 83
17 18 2
54 59 19
57 90 60
68 114 56
64 95 53
82 16 45
34 38 91
68 86 2
48 111 15
120 107 89
39 42 12
84 45 25
47 36 89
90 111 5
86 53 90
51 20 97
99 61 30
5 85 80
29 118 71
100 42 87
110 32 86
105 51 27
90 47 49
42 91 43
120 25 13
60 50 46
1 43 20
60 100 80
59 56 44
32 47 89
47 66 7
90 7 9
83 69 14
44 51 15
115 20 89
20 74 15
87 71 54
71 54 37
35 15 12
41 40 5
41 1 42
13 45 19
50 7 88
60 41 74
89 44 33
11 104 32
59 26 2
48 77 37
78 102 0
118 49 79
32 26 7
21 114 32
22 90 38
74 73 12
32 48 55
114 73 34
51 11 58
107 77 61
25 107 83
108 55 76
6 95 98
48 66 2
14 61 85
89 118 70
47 96 73
71 111 93
25 24 38
44 30 21
85 20 22
117 104 76
54 44 62
53 51 78
34 37 59
72 8 39
39 11 88
10 80 54
55 42 65
110 76 65
100 13 38
7 91 67
112 50 95
20 23 87
58 66 13
106 18 80
45 0 88
121 23 97
33 84 22
118 11 7
41 42 83
38 16 59
64 33 30
32 99 63
120 46 40
32 28 1
40 39 45
40 53 55
25 43 35
106 83 30
46 115 84
121 10 62
97 108 36
84 113 24
66 112 82
104 101 61
75 32 86
12 46 45
89 76 81
56 107 5
1 16 97
84 117 17
6 57 32
18 35 76
120 35 11
117 79 89
55 17 56
68 31 97
110 88 49
68 65 3
116 66 68
10 96 86
98 44 35
38 114 56
12 44 53
65 94 24
79 6 30
35 13 16
55 13 75
24 112 63
9 103 79
4 95 43
37 48 36
16 115 20
53 111 40
35 21 63
59 66 54
10 70 95
46 19 44
49 8 98
97 37 42
6 96 29
99 33 33
114 88 0
86 54 90
79 59 89
33 14 29
61 35 77
74 41 86
79 109 22
116 64 30
38 53 81
48 55 20
102 91 79
86 27 64
120 95 85
49 15 70
53 115 14
99 47 55
102 73 10
72 84 25
81 78 60
73 68 3
65 37 6
26 37 1
18 107 94
46 34 9
54 58 95
102 44 77
24 19 44
109 75 79
10 35 71
18 37 69
120 29 43
19 25 42
44 112 3
15 89 40
72 45 85
74 69 25
91 40 19
92 78 20
82 112 15
54 0 77
31 59 88
30 56 12
11 94 78
105 96 73
61 18 79
22 104 49
43 95 30
15 51 21
81 70 19
12 5 9
32 6 22
118 64 42
105 72 19
118 37 61
17 8 97
95 29 31
10 22 27
102 18 97
12 62 36
26 51 22
94 43 92
58 64 13
66 19 25
28 89 60
64 69 31
76 67 75
11 74 39
7 116 94
118 19 43
96 104 71
20 92 6
91 106 51
35 85 52
115 42 67
49 36 82
104 2 61
101 78 23
5 80 12
49 50 21
9 8 94
34 75 1
35 102 10
43 55 2
67 68 44
32 114 75
84 94 33
8 7 60
113 81 42
33 102 39
73 65 21
104 10 86
47 118 76
77 29 33
89 29 53
49 3 64
57 6 6
12 107 56
86 5 2
0 77 41
88 106 74
105 116 70
100 119 97
22 19 30
25 112 62
43 88 77
18 48 65
65 19 89
52 121 41
40 107 60
79 55 83
28 0 34
40 10 58
26 39 84
117 27 82
4 17 88
96 83 61
31 102 36
101 121 35
73 99 81
116 45 15
25 70 96
76 62 47
6 63 68
99 76 3
23 107 27
76 117 82
10 12 62
110 45 15
5 25 5
31 93 18
71 24 2
22 10 14
63 48 50
22 28 94
103 114 83
90 112 76
18 76 2
18 87 58
51 120 37
99 34 3
9 102 93
15 108 63
46 33 36
4 21 81
69 45 73
54 93 69
66 49 25
90 92 2
0 47 57
74 32 24
54 43 12
48 98 8
104 11 11
40 1 20
19 95 95
4 32 78
23 82 58
33 30 66
116 79 39
97 116 39
31 33 22
97 63 13
58 85 6
112 67 84
28 38 52
84 64 71
46 117 90
42 73 83
6 26 60
31 12 27
47 55 35
63 7 87
35 66 7
17 27 6
51 113 18
42 113 55
112 88 77
107 15 1
69 115 27
9 50 47
81 18 89
92 57 4
53 49 76
68 79 91
100 63 81
69 59 69
68 74 56
37 73 80
50 3 43
55 109 89
69 90 80
42 65 94
29 14 5
34 48 48
41 112 72
67 39 24
34 65 28
30 19 73
67 43 96
106 69 58
7 80 60
52 85 68
38 71 54
5 57 74
115 66 91
104 59 19
121 26 5
116 32 19
81 91 73
4 43 93
9 62 64
121 83 62
78 14 58
89 37 19
64 19 88
51 71 44
23 86 55
48 10 66
22 59 55
78 93 79
48 70 93
36 118 78
81 23 67
7 97 67
77 85 74
63 13 78
1 99 14
97 86 67
16 88 99
29 40 20
80 51 21
64 109 48
34 12 7
73 42 21
46 64 69
77 11 45
1 29 11
24 85 0
27 75 14
8 50 28
64 117 88
77 43 85
37 30 11
54 117 71
21 90 74
104 18 12
21 36 33
49 69 39
109 25 50
82 99 70
47 62 18
37 17 44
7 99 62
29 93 2
50 34 10
92 106 62
99 30 81
58 50 80
58 23 38
95 86 93
55 85 33
11 102 17
32 42 77
50 90 97
85 80 72
98 96 68
49 89 58
5 118 84
84 21 55
90 71 40
88 91 10
38 59 99
25 3 87
32 67 77
113 21 81
56 97 40
94 112 68
69 104 75
47 29 33
26 75 18
42 47 45
71 38 73
38 56 96
31 116 67
45 61 16
39 90 61
68 23 55
27 73 31
85 27 84
77 105 27
90 83 9
113 114 33
55 64 14
104 103 93
57 45 18
121 41 36
106 115 15
60 0 9
109 81 62
99 9 25
95 27 64
98 65 42
44 86 50
66 39 88
38 20 74
83 97 34
40 78 72
115 106 86
51 100 75
13 27 69
48 19 1
92 102 22
68 113 76
111 17 9
92 87 56
55 35 70
100 23 25
59 90 17
12 116 8
32 27 73
14 23 35
54 22 74
63 52 42
66 115 96
87 38 59
3 59 46
36 13 80
40 96 16
107 84 39
60 48 98
87 57 18
63 110 77
16 120 32
57 28 66
71 113 55
102 69 7
6 8 13
14 4 94
4 71 5
31 41 81
14 21 35
78 113 55
2 59 52
94 36 85
28 73 11
118 67 12
83 65 33
93 111 47
59 105 66
27 36 2
109 95 30
49 17 38
105 39 4
2 6 57
90 63 55
109 92 67
110 3 26
118 88 5
40 80 23
113 59 18
59 76 75
54 24 38
15 38 36
94 48 44
15 22 92
43 108 89
48 58 91
13 1 20
27 79 36
61 9 33
62 94 81
49 27 99
7 10 31
23 31 28
87 121 56
1 48 11
104 77 21
66 95 85
73 118 56
93 85 70
85 120 59
86 46 40
30 9 63
19 72 47
86 81 48
39 51 91
121 60 36
73 114 62
46 84 43
121 11 90
121 58 7
50 28 96
80 53 60
26 38 0
62 115 74
25 69 94
17 74 94
64 58 18
0 7 69
96 14 19
77 36 86
28 7 45
32 46 72
11 115 63
110 52 20
72 18 44
119 77 89
84 115 0
90 117 52
113 0 46
58 108 70
119 90 7
93 32 91
33 120 15
79 42 73
28 78 92
58 6 15
44 76 72
110 6 34
67 106 10
32 2 15
15 113 17
22 58 23
10 60 50
95 12 63
120 80 40
57 61 28
94 31 67
1 2 75
76 17 58
70 96 97
59 112 97
5 79 44
87 93 38
32 16 11
6 87 64
61 85 18
2 80 82
18 65 77
23 92 62
4 97 86
92 82 76
61 7 33
62 50 14
100 7 83
55 105 40
38 35 99
98 107 92
13 29 67
77 93 55
115 117 70
20 24 61
10 78 84
6 83 66
19 113 3
113 22 10
44 55 77
23 38 74
69 24 16
102 28 15
106 37 55
58 71 29
7 98 30
69 100 93
109 8 35
15 86 41
114 105 92
82 27 34
56 26 57
70 61 42
85 45 64
74 45 55
91 31 99
32 12 4
84 30 10
107 1 76
57 106 44
34 82 58
50 105 8
56 101 44
97 87 73
27 11 72
1 118 19
108 14 5
105 67 88
48 118 93
119 20 80
79 32 29
49 5 18
101 4 44
102 93 46
12 56 52
96 57 82
14 17 49
56 20 6
28 16 43
55 47 14
86 84 70
53 6 23
2 96 42
39 104 41
105 111 58
20 28 90
105 58 54
34 113 39
73 36 25
116 108 16
73 31 81
85 29 15
107 6 59
87 27 75
38 111 75
108 29 43
60 19 83
118 3 89
97 88 59
61 93 91
101 83 99
18 7 70
94 15 71
70 114 33
55 26 90
3 5 65
64 120 9
38 95 60
65 110 17
44 71 5
50 74 34
21 70 59
52 69 48
61 12 46
2 111 89
100 9 96
38 92 39
121 99 16
104 72 42
87 29 33
11 47 8
36 72 78
106 121 17
28 35 24
114 44 55
57 105 82
11 7 97
120 22 48
91 110 5
74 78 61
113 28 31
11 67 93
74 96 67
27 2 31
61 105 94
91 53 35
35 74 81
9 41 17
6 104 24
93 28 46
9 36 2
27 14 6
48 60 64
117 58 67
91 28 43
53 114 6
27 65 89
104 121 74
42 86 94
0 104 55
90 95 87
30 13 90
52 112 55
75 1 40
4 63 9
62 40 33
109 79 6
77 65 98
85 119 4
23 35 21
49 107 47
29 52 45
80 67 27
101 75 38
62 97 46
39 64 0
53 37 42
60 95 88
65 46 85
66 114 60
27 116 3
3 93 75
16 44 16
111 8 68
47 82 75
58 63 10
40 29 9
100 80 99
119 63 7
60 82 61
15 13 72
50 76 96
46 7 99
52 16 65
23 90 80
111 0 36
15 100 73
98 115 48
102 89 80
105 41 14
83 120 12
33 78 64
107 70 50
42 26 77
66 64 40
26 72 93
34 59 97
29 78 70
34 119 4
84 9 15
66 120 53
72 12 55
5 111 76
42 49 86
118 14 88
105 40 77
76 7 26
99 36 76
34 22 47
53 61 37
10 14 12
92 110 17
58 2 90
71 22 34
58 96 7
110 34 58
3 18 38
117 28 75
84 19 95
42 100 39
92 114 93
100 46 90
44 66 67
6 92 17
21 54 89
12 69 77
74 98 18
107 49 28
1 84 42
81 90 36
113 8 13
0 16 42
5 0 36
95 6 76
35 57 43
44 40 62
32 64 57
100 28 96
39 8 39
86 2 89
81 10 40
111 46 11
94 93 90
11 54 59
119 15 73
57 115 73
71 11 2
42 38 87
20 47 76
104 2203
65 58 72
40 70 38
2 9 25
101 11 83
71 93 67
98 83 43
44 82 45
59 93 62
80 36 75
74 93 32
81 64 64
54 29 23
3 83 19
71 39 89
90 2 99
63 82 45
13 89 38
36 0 10
73 100 16
46 76 82
102 43 19
14 85 23
17 38 39
48 42 87
24 17 85
36 55 51
38 8 77
51 37 81
54 60 51
9 60 24
68 61 64
11 2 97
3 23 2
46 97 55
25 64 94
71 46 33
29 78 54
50 79 84
10 90 12
99 80 34
19 78 43
27 29 49
80 35 43
9 70 15
74 31 65
70 80 2
0 34 84
85 26 88
51 45 82
61 81 28
16 93 91
21 37 90
71 99 31
25 36 96
87 49 72
37 68 12
101 36 90
49 76 30
56 20 76
100 64 61
65 55 40
72 91 27
77 50 18
97 7 74
92 29 45
46 99 40
27 54 35
77 92 1
29 72 33
80 83 35
0 38 4
28 6 20
38 56 42
26 27 7
89 70 65
71 32 38
39 28 64
64 77 53
3 47 69
7 93 63
32 50 52
38 99 55
16 32 3
48 53 26
22 36 46
22 3 37
0 7 58
92 48 88
19 74 70
86 62 7
8 90 12
101 91 90
67 25 66
42 22 94
36 98 35
101 77 45
101 0 77
93 27 50
47 52 97
50 12 87
87 2 21
87 6 34
43 9 8
36 28 50
28 73 22
100 86 16
9 40 48
29 81 33
38 42 78
70 81 98
67 64 48
40 67 83
24 40 73
56 16 10
23 93 44
37 64 39
103 64 36
41 61 59
17 32 89
95 11 54
7 64 57
72 37 52
9 15 65
66 27 55
80 71 67
61 98 64
22 30 0
28 16 8
80 92 55
38 63 27
44 33 94
41 32 83
5 50 99
58 74 38
86 93 68
63 45 69
16 54 25
89 56 53
80 25 51
50 14 55
5 94 94
50 71 79
5 19 91
57 3 41
49 68 22
22 81 95
50 36 15
48 60 76
54 53 70
49 12 38
9 80 27
13 82 27
50 9 26
35 64 22
33 58 84
85 72 21
36 74 80
102 62 91
46 92 93
61 97 78
74 60 36
95 46 87
90 63 42
79 13 64
70 103 21
26 35 40
37 63 5
49 39 83
58 49 63
7 59 26
48 7 86
73 12 45
78 79 94
3 13 79
70 67 22
8 42 82
21 55 90
47 26 94
84 6 48
30 54 92
13 75 59
47 46 60
60 61 4
89 94 97
67 40 75
80 46 2
73 38 56
55 34 90
45 5 57
35 48 83
15 47 55
97 66 75
50 101 61
7 63 83
98 59 86
52 70 85
40 97 88
64 87 7
88 90 26
0 56 52
34 9 49
37 62 75
80 86 77
51 14 68
88 43 30
46 91 91
73 50 41
12 41 81
78 12 4
16 55 78
12 7 52
4 87 21
39 33 68
73 87 78
77 43 58
38 80 94
34 17 81
18 16 12
80 16 16
38 15 28
98 92 74
19 88 5
61 63 94
62 79 40
9 39 96
20 16 68
78 57 10
103 74 90
15 42 31
81 43 78
95 76 45
36 4 64
84 43 33
19 95 52
11 56 53
69 5 0
62 43 81
35 80 41
20 100 28
24 39 50
71 20 86
52 31 63
9 66 34
40 90 23
63 21 63
41 95 73
46 72 50
46 50 25
94 89 92
27 23 57
82 51 77
93 10 37
38 52 78
4 47 41
76 41 47
41 69 90
54 87 77
53 6 99
49 79 90
4 60 44
47 34 93
8 87 90
54 68 11
59 9 26
39 4 32
14 10 60
94 21 92
41 49 77
32 60 95
12 93 38
9 26 19
6 51 96
75 26 55
84 28 18
102 25 12
88 80 80
18 32 8
79 88 58
66 8 6
39 35 62
95 103 3
42 66 15
81 61 6
36 13 69
55 5 46
38 102 0
89 25 95
46 51 74
6 30 20
41 38 73
39 89 50
43 23 55
19 103 54
98 75 83
17 18 40
29 13 51
21 14 3
84 21 41
68 25 86
18 36 13
47 35 59
23 54 13
67 6 82
54 101 5
50 92 73
75 19 54
3 27 4
59 85 84
99 69 34
79 95 57
23 35 5
10 64 55
59 27 29
83 70 70
32 55 35
73 91 78
49 48 89
46 14 75
64 16 40
98 70 16
32 52 26
28 60 41
33 99 96
22 87 76
1 51 70
15 87 49
88 36 72
1 56 43
54 98 65
39 49 23
77 78 7
82 31 22
85 16 81
37 57 99
4 69 76
58 91 82
53 26 26
27 6 62
102 13 98
49 59 52
91 50 45
45 101 13
86 59 7
28 47 98
69 98 90
33 61 36
55 99 35
79 83 58
40 5 79
49 1 9
77 31 14
99 98 62
61 85 76
44 26 4
90 66 40
50 63 31
88 73 34
66 49 58
31 12 8
18 72 86
86 18 99
25 83 91
96 49 15
3 49 3
58 40 37
58 12 67
87 12 35
51 70 15
85 89 10
66 23 9
67 22 68
59 63 35
41 90 23
65 75 67
74 92 72
98 45 12
43 45 63
15 39 8
31 10 49
31 33 79
100 35 55
67 55 56
86 42 0
47 82 1
101 23 98
42 92 51
92 41 58
93 22 16
40 31 42
7 39 14
10 0 35
40 35 41
79 7 57
35 51 3
95 48 81
86 21 4
83 39 3
48 56 69
69 2 13
39 74 72
27 102 1
90 12 92
52 91 57
100 9 48
59 0 3
20 42 82
91 90 38
59 11 24
45 80 40
54 56 33
91 54 94
78 86 61
8 26 65
65 77 65
20 49 63
11 44 66
32 36 34
0 91 61
9 61 80
69 66 53
18 69 20
9 46 27
80 10 8
36 85 78
100 14 77
96 67 78
11 46 84
29 7 53
72 78 45
59 64 26
67 70 70
36 40 36
90 98 79
11 70 67
88 102 36
1 45 46
0 57 95
63 100 1
17 26 33
6 101 95
38 3 37
66 26 68
103 37 10
16 67 86
4 55 6
93 30 90
35 63 62
97 82 4
39 67 8
58 29 48
44 57 53
95 78 14
34 29 4
98 94 66
76 47 45
74 36 68
101 7 19
61 27 37
58 19 75
80 77 89
80 4 80
13 38 63
29 79 6
53 48 44
1 37 46
16 88 77
23 17 94
41 26 48
31 41 77
25 16 50
9 24 40
58 41 18
55 28 59
45 65 95
62 88 45
28 74 60
35 81 38
87 64 31
76 36 80
7 52 35
83 88 59
80 23 86
65 70 73
97 83 41
6 68 29
53 68 5
22 74 96
1 102 3
15 85 27
91 23 71
91 55 11
47 5 31
65 27 83
15 36 35
84 1 28
76 52 28
5 6 1
94 83 45
67 83 43
18 23 16
71 69 80
0 54 0
100 10 80
22 60 84
95 32 74
12 23 77
35 67 4
65 31 10
52 72 98
8 57 96
4 32 36
9 63 6
40 68 63
50 103 19
63 46 60
56 87 75
72 23 24
75 91 35
93 4 26
4 48 41
0 96 96
73 45 35
4 45 27
53 20 45
35 4 67
74 12 10
60 48 68
6 100 46
5 91 3
19 32 14
56 2 95
68 11 22
43 52 11
16 26 65
84 99 0
65 34 42
20 88 86
73 54 94
48 16 68
41 83 45
27 101 86
96 2 61
48 26 32
63 40 77
6 70 60
78 93 80
59 22 28
103 8 76
29 100 33
4 91 23
44 96 62
5 40 52
57 17 53
13 91 38
7 1 72
88 19 70
28 85 76
24 1 26
23 78 98
89 57 30
9 100 10
11 43 53
22 49 16
81 10 40
46 79 31
54 46 2
74 27 35
34 12 63
21 68 5
71 26 44
20 53 73
25 87 45
67 10 14
82 42 81
18 65 9
103 31 98
15 97 98
83 41 29
39 69 18
5 69 29
74 86 42
30 75 62
12 61 63
74 6 33
1 8 16
103 22 76
95 47 27
93 53 19
30 41 22
6 38 76
102 24 76
14 29 13
30 68 82
81 53 93
41 74 1
35 77 76
24 33 83
16 36 46
31 75 64
29 11 35
96 5 66
40 102 13
95 44 8
41 27 21
73 39 79
30 28 49
93 71 77
8 3 28
77 33 88
63 4 81
37 20 85
94 31 12
43 68 70
62 92 49
78 10 76
27 87 82
47 101 4
99 60 82
70 0 81
17 19 98
73 46 27
10 28 42
103 85 29
100 52 43
78 30 43
83 5 37
37 35 75
30 46 16
58 5 41
3 62 63
62 49 19
23 102 12
69 36 49
88 3 35
48 58 82
0 6 24
49 75 29
82 88 7
17 16 34
49 4 92
28 46 61
41 98 32
52 32 0
83 34 14
64 58 98
97 93 44
47 1 26
43 56 62
16 65 45
2 27 72
65 93 89
86 35 52
35 34 14
39 83 35
35 70 86
1 82 21
18 20 46
23 37 51
5 28 50
49 47 18
75 68 40
26 57 51
84 19 68
84 102 28
94 64 33
43 18 71
32 39 28
23 82 74
25 91 5
48 55 46
38 71 62
44 76 35
11 39 22
66 98 55
88 17 69
58 63 1
41 72 29
78 54 23
39 96 51
42 78 12
10 22 91
75 64 38
9 73 50
32 53 56
43 87 15
87 40 28
101 72 40
60 23 55
37 17 64
61 67 90
89 55 70
83 91 1
4 11 13
84 70 82
53 64 58
49 92 6
92 93 40
0 41 16
42 62 58
35 72 36
39 38 45
96 63 29
6 91 57
82 99 63
69 11 1
1 57 65
100 81 94
81 41 3
75 92 39
99 1 60
21 5 73
5 88 6
82 100 67
92 63 45
93 23 45
35 15 73
29 63 43
82 46 65
18 29 28
53 36 85
65 63 87
75 45 59
64 55 46
43 60 14
71 103 48
59 78 35
56 99 14
94 86 28
63 7 32
14 101 23
5 67 99
76 15 52
48 44 49
85 25 90
8 28 41
23 29 66
62 73 11
56 63 95
42 24 74
60 33 46
80 34 41
11 42 14
56 47 90
62 25 17
0 68 34
91 5 44
19 21 94
68 91 53
24 49 85
2 20 10
84 46 95
4 51 74
75 30 24
39 100 52
97 22 62
62 27 55
24 91 94
22 68 69
33 21 77
54 84 36
85 14 88
22 12 46
24 59 88
90 62 91
42 77 51
46 85 17
20 81 64
99 0 56
77 75 15
56 21 85
43 84 77
76 55 30
99 29 93
85 46 41
49 26 53
9 87 41
14 68 79
20 21 79
23 100 61
4 74 27
80 99 25
53 33 15
68 79 1
72 61 81
66 36 19
14 83 34
60 101 12
76 43 59
85 6 44
54 12 45
87 70 47
62 89 45
91 41 77
48 12 23
7 33 54
4 21 81
102 95 61
2 67 43
6 87 30
34 96 47
26 19 77
37 65 62
29 56 26
89 39 14
23 38 46
93 81 90
44 36 82
93 83 96
90 75 24
90 7 7
22 102 14
102 46 92
83 95 42
85 48 66
99 101 54
47 53 1
5 73 51
3 17 18
94 14 97
51 30 12
11 16 73
38 100 97
25 88 46
98 89 24
38 53 71
46 33 52
76 53 42
23 18 53
30 80 91
62 35 18
61 78 12
89 54 6
7 36 23
2 84 49
20 87 37
50 44 74
11 19 48
22 42 53
23 24 85
31 25 13
79 60 76
94 24 93
49 57 30
100 74 20
32 103 99
1 24 94
8 31 48
14 18 94
41 102 1
47 39 83
1 2 54
9 47 99
38 5 45
73 83 60
72 7 93
2 25 14
46 0 12
50 1 12
24 42 82
35 52 57
35 102 50
9 69 56
62 42 41
90 35 74
36 95 27
88 76 44
76 90 79
65 47 13
49 6 51
44 87 39
1 64 58
67 62 17
60 67 51
71 47 99
6 16 5
41 80 26
1 6 88
39 51 32
12 11 84
43 51 83
50 67 11
15 55 8
71 64 98
21 78 4
45 70 22
46 80 31
92 66 91
2 53 85
63 3 72
81 99 17
40 9 66
11 84 81
100 23 74
45 68 4
98 58 18
15 8 5
83 45 45
11 68 85
80 1 46
54 36 14
54 52 78
85 95 99
9 98 25
101 90 6
32 79 56
6 81 74
57 82 21
10 92 99
48 67 13
35 85 99
22 98 90
26 80 9
98 49 26
1 84 94
41 62 40
89 23 56
55 75 20
65 99 17
88 5 79
99 54 74
64 2 3
44 37 59
95 26 72
22 17 3
14 103 35
53 84 65
43 28 27
71 92 6
58 98 82
27 49 0
26 56 21
97 10 35
9 13 62
72 2 0
85 59 94
8 81 87
80 87 96
38 36 57
10 96 54
27 45 38
22 62 90
99 97 36
79 96 87
25 97 93
96 26 34
3 44 10
35 78 74
24 93 22
103 49 51
25 3 12
39 99 46
32 58 28
97 77 85
73 19 76
102 82 71
89 28 92
1 17 92
74 72 38
62 67 35
23 36 79
49 72 9
55 84 36
79 85 10
17 11 50
42 96 0
100 1 4
37 32 30
60 25 11
33 51 68
47 69 15
13 32 84
95 72 85
87 101 24
102 9 19
92 68 15
54 80 39
78 85 79
84 3 3
68 39 4
86 96 36
19 40 39
9 65 39
10 47 91
32 8 71
93 25 11
22 48 50
81 94 56
96 21 60
32 62 99
39 54 34
47 27 90
88 68 90
6 76 23
76 69 42
28 10 6
64 98 65
13 85 90
3 74 11
16 48 99
64 10 89
79 86 70
79 54 8
51 92 44
31 65 44
45 58 2
70 9 79
62 47 70
28 91 86
31 97 34
52 36 20
2 42 32
31 44 12
95 29 92
11 82 66
94 57 26
48 1 32
80 95 8
66 84 53
95 51 17
22 46 12
23 61 37
98 103 43
44 69 28
85 0 27
62 85 42
15 56 69
87 20 77
3 8 65
50 13 49
15 6 94
8 2 77
74 65 12
7 78 47
21 72 36
92 74 33
81 57 95
24 55 47
92 1 70
45 29 92
14 22 15
38 29 23
60 98 1
62 61 12
70 45 3
81 102 93
57 20 16
57 16 53
61 62 88
25 92 13
97 18 61
26 86 97
103 51 78
64 35 80
42 33 37
27 19 66
67 92 12
27 53 23
66 48 27
5 42 60
44 43 60
1 13 68
72 22 59
63 9 87
76 28 60
85 51 97
96 17 39
4 1 26
95 96 72
89 32 76
40 12 48
32 42 74
52 61 24
76 101 82
92 9 59
78 0 32
12 38 56
92 13 16
1 81 93
94 72 16
18 8 35
28 11 72
38 88 98
71 54 24
48 28 99
49 61 77
63 26 93
60 31 11
103 23 96
7 53 20
27 22 62
88 97 61
8 71 80
1 99 69
67 77 61
84 58 99
24 83 84
79 20 40
3 75 27
99 56 75
10 99 23
55 0 74
20 70 74
77 55 99
42 20 25
11 102 62
55 12 41
5 4 8
85 58 19
59 6 76
81 0 95
72 88 49
32 17 50
29 90 87
48 84 91
26 64 59
84 39 59
1 76 10
61 36 21
97 9 16
103 21 22
1 25 25
28 2 55
44 10 22
14 44 69
41 77 82
52 95 73
57 36 38
59 95 54
28 72 1
50 48 0
63 27 44
55 77 2
96 65 87
100 25 83
72 79 74
11 75 57
88 67 68
75 44 25
14 28 25
91 38 1
1 19 46
68 21 68
95 2 58
19 55 74
94 63 31
63 91 87
24 101 4
95 93 37
18 27 88
59 87 38
13 90 35
74 28 80
23 27 72
94 91 55
71 100 28
55 50 30
84 51 51
56 17 7
31 26 97
21 77 73
94 35 46
18 12 14
68 37 16
31 100 64
91 66 19
102 80 8
68 38 44
22 91 21
67 94 57
67 95 6
14 95 69
24 53 86
74 64 81
19 20 49
41 56 38
62 40 61
45 74 88
50 18 57
24 98 19
96 89 4
54 57 80
52 40 62
93 37 58
100 31 41
47 50 93
49 33 22
49 38 65
36 31 74
7 34 7
22 73 65
98 12 77
31 74 13
82 49 18
75 17 19
19 69 91
44 101 89
79 2 27
21 18 16
66 97 79
29 71 16
81 58 24
16 1 89
60 66 77
47 45 78
37 23 6
87 84 66
37 27 58
1 30 58
82 18 43
44 53 6
35 57 95
12 35 79
41 43 51
11 55 70
8 65 60
42 38 27
20 17 11
32 59 84
3 10 16
46 19 53
83 0 11
66 42 30
6 80 31
23 97 56
59 89 83
81 86 60
98 55 2
91 26 13
28 24 13
7 85 99
38 90 95
81 25 5
47 10 39
96 78 11
18 40 55
83 48 3
56 90 4
10 12 12
21 85 13
58 93 83
17 51 86
85 41 1
1 90 83
98 40 27
88 101 92
5 14 81
19 102 22
63 66 68
97 20 16
79 73 63
34 32 85
1 54 27
6 1 60
51 29 24
40 59 55
5 66 13
56 75 71
37 47 44
17 0 49
36 50 57
59 96 54
11 103 81
30 64 46
15 71 41
1 38 22
18 13 87
74 30 52
80 41 14
65 29 16
53 10 46
64 75 24
95 67 11
78 33 57
63 79 47
6 66 72
91 56 65
32 97 25
70 48 11
83 65 85
44 13 56
58 4 26
55 68 26
49 24 63
81 83 93
33 31 66
50 85 85
37 26 35
99 5 40
16 20 79
73 75 74
38 10 91
9 12 87
37 44 49
77 72 10
57 30 55
84 38 65
69 45 21
97 89 63
102 66 46
94 1 27
100 95 73
61 57 88
26 93 90
91 97 39
51 102 83
11 0 37
24 70 34
17 94 64
46 3 36
48 75 56
67 99 15
97 41 84
0 8 23
38 58 73
55 33 39
11 89 61
101 56 45
95 17 66
28 13 81
10 23 67
28 18 8
52 55 30
7 45 97
16 27 52
73 20 70
92 89 42
30 2 92
0 29 1
77 42 35
33 60 40
92 82 27
0 83 20
2 12 46
49 73 72
98 22 56
95 66 21
10 35 12
70 102 62
64 29 4
4 35 66
57 39 91
82 59 51
84 66 68
21 64 67
24 103 35
10 98 50
44 49 37
15 25 2
77 73 33
71 95 95
10 80 53
24 75 58
66 3 39
103 59 30
47 15 38
37 88 30
96 70 34
34 16 79
18 59 4
58 35 83
